"merchandise-export-Fish, Seafood (Excl Marine Mammals) & Preparations",190032.0
merchandise-export-Vegetables & Fruit,198392.5
"merchandise-export-Coffee, Tea, Cocoa, Spices & Manufactures",626567.4166666666
merchandise-export-Beverages,1513118.5
merchandise-export-Tobacco & Manufactures,600739.3333333334
merchandise-export-Crude Rubber,470572.3333333333
merchandise-export-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),165294.16666666666
merchandise-export-Metalliferous Ores & Metal Scrap,516577.3333333333
merchandise-export-Crude Animal & Vegetable Materials Nes,95583.5
"merchandise-export-Coal, Coke & Briquettes",366.5833333333333
merchandise-export-Petroleum & Products & Related Materials,29325337.5
merchandise-export-Gas,168395.66666666666
merchandise-export-Oil Bunkers,11262113.833333334
merchandise-export-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,79145.5
merchandise-export-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,38754.916666666664
merchandise-export-Organic Chemicals,8941437.25
merchandise-export-Medicinal & Pharmaceutical Products,4153474.8333333335
merchandise-export-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,3081086.25
merchandise-export-Plastics In Primary Forms,6801787.5
merchandise-export-Plastics In Non primary Forms,597515.75
merchandise-export-Rubber Manufactures Nes,432233.9166666667
"merchandise-export-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",850881.6666666666
"merchandise-export-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",444563.9166666667
merchandise-export-Non metallic Mineral Manufactures Nes,1214899.0833333333
merchandise-export-Iron & Steel,1426348.3333333333
merchandise-export-Non ferrous Metals,1726841.8333333333
merchandise-export-Manufactures Of Metals Nes,1862047.75
merchandise-export-Office Machines & Automatic Data processing Machines,11415113.5
merchandise-export-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,7201542.416666667
merchandise-export-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,57206428.583333336
merchandise-export-Articles Of Apparel & Clothing Accessories,766640.5833333334
merchandise-export-Professional Scientific & Controlling Instruments & Apparatus Nes,6492379.75
merchandise-export-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,2047019.9166666667
merchandise-export-Miscellaneous Manufactured Articles Nes,7262088.583333333
merchandise-import-Meat & Meat Preparations,559695.0
"merchandise-import-Fish, Seafood (Excl Marine Mammals) & Preparations",602130.1666666666
merchandise-import-Vegetables & Fruit,877252.0833333334
"merchandise-import-Coffee, Tea, Cocoa, Spices & Manufactures",584695.0833333334
merchandise-import-Beverages,1399126.9166666667
merchandise-import-Tobacco & Manufactures,469182.0
merchandise-import-Crude Rubber,244982.16666666666
merchandise-import-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),501650.9166666667
merchandise-import-Metalliferous Ores & Metal Scrap,225089.33333333334
merchandise-import-Crude Animal & Vegetable Materials Nes,187877.16666666666
"merchandise-import-Coal, Coke & Briquettes",22099.833333333332
merchandise-import-Petroleum & Products & Related Materials,43177172.5
merchandise-import-Gas,2566490.25
merchandise-import-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,288875.5
merchandise-import-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,47767.416666666664
merchandise-import-Organic Chemicals,3707199.25
merchandise-import-Medicinal & Pharmaceutical Products,1515997.8333333333
merchandise-import-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,1888375.75
merchandise-import-Plastics In Primary Forms,2452430.4166666665
merchandise-import-Plastics In Non primary Forms,654263.5
merchandise-import-Rubber Manufactures Nes,478634.9166666667
"merchandise-import-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",897382.1666666666
"merchandise-import-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",549516.5833333334
merchandise-import-Non metallic Mineral Manufactures Nes,2104251.0833333335
merchandise-import-Iron & Steel,2529063.6666666665
merchandise-import-Non ferrous Metals,2207921.75
merchandise-import-Manufactures Of Metals Nes,2627346.8333333335
merchandise-import-Office Machines & Automatic Data processing Machines,8049937.583333333
merchandise-import-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,6831643.666666667
merchandise-import-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,41958152.833333336
merchandise-import-Articles Of Apparel & Clothing Accessories,1431349.75
merchandise-import-Footwear,390761.5
merchandise-import-Professional Scientific & Controlling Instruments & Apparatus Nes,4688909.083333333
merchandise-import-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,1939412.3333333333
merchandise-import-Miscellaneous Manufactured Articles Nes,5326345.083333333
