"merchandise-export-Fish, Seafood (Excl Marine Mammals) & Preparations",34128.5
merchandise-export-Vegetables & Fruit,34298.833333333336
"merchandise-export-Coffee, Tea, Cocoa, Spices & Manufactures",116221.0
merchandise-export-Beverages,291786.3333333333
merchandise-export-Tobacco & Manufactures,93132.75
merchandise-export-Crude Rubber,48417.416666666664
merchandise-export-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),58479.0
merchandise-export-Metalliferous Ores & Metal Scrap,111732.5
merchandise-export-Crude Animal & Vegetable Materials Nes,23426.416666666668
"merchandise-export-Coal, Coke & Briquettes",77.08333333333333
merchandise-export-Petroleum & Products & Related Materials,7417181.916666667
merchandise-export-Gas,26657.833333333332
merchandise-export-Oil Bunkers,2969559.5833333335
merchandise-export-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,20290.833333333332
merchandise-export-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,8521.666666666666
merchandise-export-Organic Chemicals,1842423.1666666667
merchandise-export-Medicinal & Pharmaceutical Products,833164.0833333334
merchandise-export-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,514401.3333333333
merchandise-export-Plastics In Primary Forms,1267175.6666666667
merchandise-export-Plastics In Non primary Forms,133381.0
merchandise-export-Rubber Manufactures Nes,88183.5
"merchandise-export-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",165309.16666666666
"merchandise-export-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",94111.25
merchandise-export-Non metallic Mineral Manufactures Nes,174465.41666666666
merchandise-export-Iron & Steel,373059.25
merchandise-export-Non ferrous Metals,351262.75
merchandise-export-Manufactures Of Metals Nes,405888.0833333333
merchandise-export-Office Machines & Automatic Data processing Machines,2478792.0
merchandise-export-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,1334541.1666666667
merchandise-export-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,11126512.916666666
merchandise-export-Articles Of Apparel & Clothing Accessories,132603.08333333334
merchandise-export-Professional Scientific & Controlling Instruments & Apparatus Nes,1189898.3333333333
merchandise-export-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,394907.8333333333
merchandise-export-Miscellaneous Manufactured Articles Nes,1421497.9166666667
merchandise-import-Meat & Meat Preparations,102774.25
"merchandise-import-Fish, Seafood (Excl Marine Mammals) & Preparations",109827.08333333333
merchandise-import-Vegetables & Fruit,156200.25
"merchandise-import-Coffee, Tea, Cocoa, Spices & Manufactures",104019.41666666667
merchandise-import-Beverages,289648.1666666667
merchandise-import-Tobacco & Manufactures,84548.25
merchandise-import-Crude Rubber,43154.25
merchandise-import-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),135442.5
merchandise-import-Metalliferous Ores & Metal Scrap,63239.416666666664
merchandise-import-Crude Animal & Vegetable Materials Nes,39527.166666666664
"merchandise-import-Coal, Coke & Briquettes",3425.5833333333335
merchandise-import-Petroleum & Products & Related Materials,11505483.916666666
merchandise-import-Gas,681142.0833333334
merchandise-import-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,73116.41666666667
merchandise-import-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,3619.25
merchandise-import-Organic Chemicals,780124.25
merchandise-import-Medicinal & Pharmaceutical Products,271973.0833333333
merchandise-import-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,321519.4166666667
merchandise-import-Plastics In Primary Forms,475750.0833333333
merchandise-import-Plastics In Non primary Forms,128419.5
merchandise-import-Rubber Manufactures Nes,105122.16666666667
"merchandise-import-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",180784.16666666666
"merchandise-import-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",115513.75
merchandise-import-Non metallic Mineral Manufactures Nes,352196.6666666667
merchandise-import-Iron & Steel,661964.25
merchandise-import-Non ferrous Metals,401905.75
merchandise-import-Manufactures Of Metals Nes,560455.1666666666
merchandise-import-Office Machines & Automatic Data processing Machines,1624055.4166666667
merchandise-import-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,1425382.5
merchandise-import-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,8205883.833333333
merchandise-import-Articles Of Apparel & Clothing Accessories,304092.5
merchandise-import-Footwear,71559.33333333333
merchandise-import-Professional Scientific & Controlling Instruments & Apparatus Nes,878031.4166666666
merchandise-import-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,381037.4166666667
merchandise-import-Miscellaneous Manufactured Articles Nes,1097437.3333333333
