service-import-Maintenance And Repair Services,1003.8
service-import-Transport,65681.0
service-import-Freight,43697.2
service-import-Others,21983.8
service-import-Travel,32586.6
service-import-Insurance,7611.2
service-import-Government Goods And Services,274.7
service-import-Construction,656.3
service-import-Financial,6049.5
"service-import-Telecommunications, Computer & Information",14855.6
service-import-Charges For The Use Of Intellectual Property,30071.2
"service-import-Personal, Cultural And Recreational",844.4
service-import-Other Business Services,69695.3
service-import-Accounting,331.3
service-import-Advertising And Market Research,3594.7
service-import-Architectural,46.9
service-import-Business Management,18327.9
service-import-Engineering And Technical,3277.2
service-import-Legal,315.5
service-import-Research And Development,17566.5
service-import-Operating Leasing,4855.2
service-import-Trade related,12225.0
service-import-Others,9155.1
service-export-Maintenance And Repair Services,9318.5
service-export-Transport,65067.2
service-export-Freight,51938.4
service-export-Others,13128.8
service-export-Travel,22845.5
service-export-Insurance,8646.4
service-export-Government Goods And Services,384.8
service-export-Construction,1256.4
service-export-Financial,28834.2
"service-export-Telecommunications, Computer & Information",12714.2
service-export-Charges For The Use Of Intellectual Property,12109.0
"service-export-Personal, Cultural And Recreational",1161.2
service-export-Other Business Services,51103.0
service-export-Accounting,307.3
service-export-Advertising And Market Research,10245.1
service-export-Architectural,382.0
service-export-Business Management,21015.6
service-export-Engineering And Technical,5246.5
service-export-Legal,766.8
service-export-Research And Development,1000.1
service-export-Operating Leasing,5746.9
service-export-Trade related,5469.1
service-export-Others,923.6
