"merchandise-export-Fish, Seafood (Excl Marine Mammals) & Preparations",151707.16666666666
merchandise-export-Vegetables & Fruit,155034.0
"merchandise-export-Coffee, Tea, Cocoa, Spices & Manufactures",511572.3333333333
merchandise-export-Beverages,1205750.0833333333
merchandise-export-Tobacco & Manufactures,475060.5
merchandise-export-Crude Rubber,317144.3333333333
merchandise-export-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),141810.66666666666
merchandise-export-Metalliferous Ores & Metal Scrap,411874.3333333333
merchandise-export-Crude Animal & Vegetable Materials Nes,78438.83333333333
"merchandise-export-Coal, Coke & Briquettes",232.33333333333334
merchandise-export-Petroleum & Products & Related Materials,23881888.75
merchandise-export-Gas,115124.08333333333
merchandise-export-Oil Bunkers,9243789.0
merchandise-export-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,65600.16666666667
merchandise-export-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,31682.25
merchandise-export-Organic Chemicals,7200160.25
merchandise-export-Medicinal & Pharmaceutical Products,3346446.4166666665
merchandise-export-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,2266457.1666666665
merchandise-export-Plastics In Primary Forms,5359251.25
merchandise-export-Plastics In Non primary Forms,480167.5833333333
merchandise-export-Rubber Manufactures Nes,343789.1666666667
"merchandise-export-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",666162.9166666666
"merchandise-export-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",362623.6666666667
merchandise-export-Non metallic Mineral Manufactures Nes,971148.4166666666
merchandise-export-Iron & Steel,1217861.8333333333
merchandise-export-Non ferrous Metals,1411935.3333333333
merchandise-export-Manufactures Of Metals Nes,1513152.0833333333
merchandise-export-Office Machines & Automatic Data processing Machines,9222621.333333334
merchandise-export-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,5684947.333333333
merchandise-export-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,45082126.333333336
merchandise-export-Articles Of Apparel & Clothing Accessories,590043.8333333334
merchandise-export-Professional Scientific & Controlling Instruments & Apparatus Nes,5022231.0
merchandise-export-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,1625755.8333333333
merchandise-export-Miscellaneous Manufactured Articles Nes,5747950.666666667
merchandise-import-Meat & Meat Preparations,442674.4166666667
"merchandise-import-Fish, Seafood (Excl Marine Mammals) & Preparations",476573.1666666667
merchandise-import-Vegetables & Fruit,689629.9166666666
"merchandise-import-Coffee, Tea, Cocoa, Spices & Manufactures",478067.8333333333
merchandise-import-Beverages,1107479.1666666667
merchandise-import-Tobacco & Manufactures,366274.5833333333
merchandise-import-Crude Rubber,181331.83333333334
merchandise-import-Crude Fertilizers & Minerals (Excl Division 56 Coal Petroleum & Precious Stones),397651.25
merchandise-import-Metalliferous Ores & Metal Scrap,188147.41666666666
merchandise-import-Crude Animal & Vegetable Materials Nes,151438.5
"merchandise-import-Coal, Coke & Briquettes",16040.0
merchandise-import-Petroleum & Products & Related Materials,35318142.0
merchandise-import-Gas,2109800.25
merchandise-import-Fixed Vegetable Fats & Oils Crude Refined Or Fractionated,242804.08333333334
merchandise-import-Animal Or Vegetable Fats & Oils Processed Waxes Of Animal Or Vegetable Origin Inedible Mixtures Or Preparations Of Animal Or Vegetable Fats Or Oils Nes,29923.916666666668
merchandise-import-Organic Chemicals,2946063.5833333335
merchandise-import-Medicinal & Pharmaceutical Products,1172506.0833333333
merchandise-import-Essential Oils & Resinoids & Perfume Materials, Toilet Polishing & Cleansing Preparations,1412091.25
merchandise-import-Plastics In Primary Forms,1911593.1666666667
merchandise-import-Plastics In Non primary Forms,513967.5
merchandise-import-Rubber Manufactures Nes,386117.8333333333
"merchandise-import-Paper, Paperboard & Articles Of Paper Pulp Of Paper Or Of Paperboard",703084.4166666666
"merchandise-import-Textile, Yarn, Fabrics Made up Articles Nes & Related Products",450352.3333333333
merchandise-import-Non metallic Mineral Manufactures Nes,1698660.0833333333
merchandise-import-Iron & Steel,2145738.25
merchandise-import-Non ferrous Metals,1822812.0833333333
merchandise-import-Manufactures Of Metals Nes,2174305.9166666665
merchandise-import-Office Machines & Automatic Data processing Machines,6328824.0
merchandise-import-Telecommunications & Sound recording & Reproducing Apparatus & Equipment,5409290.25
merchandise-import-Electrical Machinery Apparatus & Appliances Nes & Electrical Parts Thereof,32906729.0
merchandise-import-Articles Of Apparel & Clothing Accessories,1133787.25
merchandise-import-Footwear,307954.3333333333
merchandise-import-Professional Scientific & Controlling Instruments & Apparatus Nes,3687748.0833333335
merchandise-import-Photographic Apparatus Equipment & Supplies & Optical Goods Nes, Watches & Clocks,1552369.3333333333
merchandise-import-Miscellaneous Manufactured Articles Nes,4206239.916666667
