service-import-Maintenance And Repair Services,1026.5
service-import-Transport,65280.4
service-import-Freight,42677.6
service-import-Others,22602.8
service-import-Travel,33892.1
service-import-Insurance,9776.1
service-import-Government Goods And Services,294.2
service-import-Construction,652.1
service-import-Financial,6176.5
"service-import-Telecommunications, Computer & Information",17458.9
service-import-Charges For The Use Of Intellectual Property,27381.5
"service-import-Personal, Cultural And Recreational",879.4
service-import-Other Business Services,73037.6
service-import-Accounting,396.3
service-import-Advertising And Market Research,4082.5
service-import-Architectural,65.3
service-import-Business Management,18215.6
service-import-Engineering And Technical,3791.8
service-import-Legal,331.4
service-import-Research And Development,16518.1
service-import-Operating Leasing,5213.7
service-import-Trade related,14797.9
service-import-Others,9625.0
service-export-Maintenance And Repair Services,10167.2
service-export-Transport,63240.4
service-export-Freight,48795.6
service-export-Others,14444.8
service-export-Travel,27213.6
service-export-Insurance,8774.3
service-export-Government Goods And Services,380.9
service-export-Construction,1308.4
service-export-Financial,31461.7
"service-export-Telecommunications, Computer & Information",15616.7
service-export-Charges For The Use Of Intellectual Property,11428.7
"service-export-Personal, Cultural And Recreational",1183.4
service-export-Other Business Services,56634.9
service-export-Accounting,335.2
service-export-Advertising And Market Research,14218.1
service-export-Architectural,343.4
service-export-Business Management,22226.2
service-export-Engineering And Technical,5560.9
service-export-Legal,866.8
service-export-Research And Development,1049.6
service-export-Operating Leasing,6034.3
service-export-Trade related,5043.4
service-export-Others,957.0
